date,oh_region,ICU,ICU_vented,hospitalizations
2020-04-02,CENTRAL,51,39,113
2020-04-03,CENTRAL,57,52,141
2020-04-04,CENTRAL,65,57,143
2020-04-05,CENTRAL,65,55,174
2020-04-06,CENTRAL,73,58,187
2020-04-07,CENTRAL,83,68,183
2020-04-08,CENTRAL,85,68,203
2020-04-09,CENTRAL,92,73,205
2020-04-10,CENTRAL,88,73,218
2020-04-11,CENTRAL,90,77,230
2020-04-12,CENTRAL,93,70,237
2020-04-13,CENTRAL,92,78,248
2020-04-14,CENTRAL,89,73,265
2020-04-15,CENTRAL,89,74,284
2020-04-16,CENTRAL,86,67,287
2020-04-17,CENTRAL,86,72,293
2020-04-18,CENTRAL,90,74,298
2020-04-19,CENTRAL,88,73,299
2020-04-20,CENTRAL,87,74,309
2020-04-21,CENTRAL,88,72,317
2020-04-22,CENTRAL,85,68,316
2020-04-23,CENTRAL,85,67,320
2020-04-24,CENTRAL,88,67,351
2020-04-25,CENTRAL,91,73,367
2020-04-26,CENTRAL,92,70,383
2020-04-27,CENTRAL,91,70,382
2020-04-28,CENTRAL,89,65,370
2020-04-29,CENTRAL,86,64,381
2020-04-30,CENTRAL,86,61,402
2020-05-01,CENTRAL,79,59,411
2020-05-02,CENTRAL,79,55,415
2020-05-03,CENTRAL,87,65,396
2020-05-04,CENTRAL,85,66,396
2020-05-05,CENTRAL,86,67,433
2020-05-06,CENTRAL,84,67,435
2020-05-07,CENTRAL,83,60,433
2020-05-08,CENTRAL,81,64,437
2020-05-09,CENTRAL,78,63,445
2020-05-10,CENTRAL,76,53,391
2020-05-11,CENTRAL,75,58,433
2020-05-12,CENTRAL,78,60,445
2020-05-13,CENTRAL,76,56,452
2020-05-14,CENTRAL,74,55,458
2020-05-15,CENTRAL,73,56,451
2020-05-16,CENTRAL,74,59,458
2020-05-17,CENTRAL,65,57,439
2020-05-18,CENTRAL,68,56,439
2020-05-19,CENTRAL,66,53,444
2020-05-20,CENTRAL,67,51,453
2020-05-21,CENTRAL,66,52,449
2020-05-22,CENTRAL,64,52,429
2020-05-23,CENTRAL,63,52,409
2020-05-24,CENTRAL,64,49,395
2020-05-25,CENTRAL,61,50,402
2020-05-26,CENTRAL,62,50,386
2020-05-27,CENTRAL,65,54,388
2020-05-28,CENTRAL,66,42,389
2020-05-29,CENTRAL,61,52,383
2020-05-30,CENTRAL,60,39,387
2020-05-31,CENTRAL,60,47,368
2020-06-01,CENTRAL,62,48,359
2020-06-02,CENTRAL,61,47,378
2020-06-03,CENTRAL,62,49,384
2020-06-04,CENTRAL,58,45,380
2020-06-05,CENTRAL,57,45,364
2020-06-06,CENTRAL,58,48,326
2020-06-07,CENTRAL,55,45,320
2020-06-08,CENTRAL,53,41,304
2020-06-09,CENTRAL,51,41,285
2020-06-10,CENTRAL,52,39,282
2020-06-11,CENTRAL,53,40,252
2020-06-12,CENTRAL,48,34,231
2020-06-13,CENTRAL,46,21,222
2020-06-14,CENTRAL,45,30,206
2020-06-15,CENTRAL,44,23,193
2020-06-16,CENTRAL,42,27,191
2020-06-17,CENTRAL,37,24,175
2020-06-18,CENTRAL,33,19,167
2020-06-19,CENTRAL,93,69,149
2020-06-20,CENTRAL,29,22,157
2020-06-21,CENTRAL,31,22,146
2020-06-22,CENTRAL,24,17,143
2020-06-23,CENTRAL,25,18,148
2020-06-24,CENTRAL,24,18,139
2020-06-25,CENTRAL,22,19,132
2020-06-26,CENTRAL,21,17,126
2020-06-27,CENTRAL,19,15,122
2020-06-28,CENTRAL,19,14,108
2020-06-29,CENTRAL,19,14,111
2020-06-30,CENTRAL,16,14,99
2020-07-01,CENTRAL,18,13,104
2020-07-02,CENTRAL,19,12,62
2020-07-03,CENTRAL,19,12,62
2020-07-05,CENTRAL,18,9,50
2020-07-06,CENTRAL,18,9,49
2020-07-07,CENTRAL,17,11,50
2020-07-08,CENTRAL,17,13,48
2020-07-09,CENTRAL,15,11,47
2020-07-10,CENTRAL,17,11,44
2020-07-11,CENTRAL,14,9,52
2020-07-12,CENTRAL,14,10,45
2020-07-13,CENTRAL,12,10,47
2020-07-14,CENTRAL,13,11,46
2020-07-15,CENTRAL,14,12,45
2020-07-16,CENTRAL,15,11,45
2020-07-17,CENTRAL,15,11,36
2020-07-18,CENTRAL,16,12,33
2020-07-19,CENTRAL,15,11,33
2020-07-20,CENTRAL,15,12,34
2020-07-21,CENTRAL,15,11,37
2020-07-22,CENTRAL,17,10,43
2020-07-23,CENTRAL,17,9,40
2020-07-24,CENTRAL,15,9,34
2020-07-25,CENTRAL,15,9,34
2020-07-26,CENTRAL,14,9,30
2020-07-27,CENTRAL,16,8,29
2020-07-28,CENTRAL,16,9,32
2020-07-29,CENTRAL,13,8,31
2020-07-30,CENTRAL,13,7,29
2020-07-31,CENTRAL,12,7,27
2020-08-01,CENTRAL,12,7,27
2020-08-02,CENTRAL,11,8,26
2020-08-03,CENTRAL,10,8,31
2020-08-04,CENTRAL,10,8,29
2020-08-05,CENTRAL,11,8,24
2020-08-06,CENTRAL,11,7,29
2020-08-07,CENTRAL,8,6,23
2020-08-08,CENTRAL,7,7,16
2020-08-09,CENTRAL,7,6,24
2020-08-10,CENTRAL,8,7,19
2020-08-11,CENTRAL,7,6,21
2020-08-12,CENTRAL,7,6,19
2020-08-13,CENTRAL,7,6,16
2020-08-14,CENTRAL,6,5,16
2020-08-15,CENTRAL,6,5,13
2020-08-16,CENTRAL,6,5,11
2020-08-17,CENTRAL,5,5,7
2020-08-18,CENTRAL,5,5,12
2020-08-19,CENTRAL,4,4,12
2020-08-20,CENTRAL,4,3,10
2020-08-21,CENTRAL,4,3,13
2020-08-22,CENTRAL,4,3,13
2020-08-23,CENTRAL,4,4,14
2020-08-24,CENTRAL,4,4,13
2020-08-25,CENTRAL,6,6,15
2020-08-26,CENTRAL,8,6,19
2020-08-27,CENTRAL,10,7,22
2020-08-28,CENTRAL,10,8,31
2020-08-29,CENTRAL,10,4,23
2020-08-30,CENTRAL,11,7,21
2020-08-31,CENTRAL,10,5,19
2020-09-01,CENTRAL,11,6,24
2020-09-02,CENTRAL,8,6,20
2020-09-03,CENTRAL,7,6,22
2020-09-04,CENTRAL,9,6,29
2020-09-05,CENTRAL,10,6,26
2020-09-06,CENTRAL,11,6,27
2020-09-07,CENTRAL,13,6,28
2020-09-08,CENTRAL,11,5,28
2020-09-09,CENTRAL,8,5,30
2020-09-10,CENTRAL,8,6,28
2020-09-11,CENTRAL,8,6,23
2020-09-12,CENTRAL,8,5,22
2020-09-13,CENTRAL,8,6,19
2020-09-14,CENTRAL,9,6,22
2020-09-15,CENTRAL,10,5,25
2020-09-16,CENTRAL,11,7,23
2020-09-17,CENTRAL,12,7,22
2020-09-18,CENTRAL,10,6,25
2020-09-19,CENTRAL,10,6,28
2020-09-20,CENTRAL,12,6,32
2020-09-21,CENTRAL,12,7,37
2020-09-22,CENTRAL,14,8,44
2020-09-23,CENTRAL,14,6,46
2020-09-24,CENTRAL,15,6,45
2020-09-25,CENTRAL,14,6,45
2020-09-26,CENTRAL,16,8,44
2020-09-27,CENTRAL,16,9,47
2020-09-28,CENTRAL,16,10,50
2020-09-29,CENTRAL,15,10,53
2020-09-30,CENTRAL,18,10,49
2020-10-01,CENTRAL,18,10,52
2020-10-02,CENTRAL,17,10,55
2020-10-03,CENTRAL,18,11,52
2020-10-04,CENTRAL,18,12,49
2020-10-05,CENTRAL,19,12,52
2020-10-06,CENTRAL,18,12,61
2020-10-07,CENTRAL,16,12,61
2020-10-08,CENTRAL,18,13,68
2020-10-09,CENTRAL,19,13,82
2020-10-10,CENTRAL,22,12,85
2020-10-11,CENTRAL,23,13,88
2020-10-12,CENTRAL,23,12,81
2020-10-13,CENTRAL,27,14,89
2020-10-14,CENTRAL,30,15,84
2020-10-15,CENTRAL,30,13,105
2020-10-16,CENTRAL,34,17,107
2020-10-17,CENTRAL,32,17,119
2020-10-18,CENTRAL,29,15,110
2020-10-19,CENTRAL,28,14,117
2020-10-20,CENTRAL,28,18,125
2020-10-21,CENTRAL,27,20,118
2020-10-22,CENTRAL,27,23,116
2020-10-23,CENTRAL,28,18,115
2020-10-24,CENTRAL,31,24,127
2020-10-25,CENTRAL,31,24,127
2020-10-26,CENTRAL,31,23,141
2020-10-27,CENTRAL,30,23,139
2020-10-28,CENTRAL,29,24,129
2020-10-29,CENTRAL,31,23,127
2020-10-30,CENTRAL,34,26,127
2020-10-31,CENTRAL,35,30,133
2020-11-01,CENTRAL,35,23,135
2020-11-02,CENTRAL,34,21,140
2020-11-03,CENTRAL,30,21,137
2020-11-04,CENTRAL,30,20,148
2020-11-05,CENTRAL,40,22,155
2020-11-06,CENTRAL,39,24,151
2020-11-07,CENTRAL,42,25,171
2020-11-08,CENTRAL,38,25,160
2020-11-09,CENTRAL,35,25,158
2020-11-10,CENTRAL,35,23,180
2020-11-11,CENTRAL,37,23,186
2020-11-12,CENTRAL,40,26,200
2020-11-13,CENTRAL,45,28,213
2020-11-14,CENTRAL,43,27,231
2020-11-15,CENTRAL,47,30,224
2020-11-16,CENTRAL,50,29,231
2020-11-17,CENTRAL,52,30,246
2020-11-18,CENTRAL,53,34,249
2020-11-19,CENTRAL,60,34,246
2020-11-20,CENTRAL,59,35,246
2020-11-21,CENTRAL,56,32,237
2020-11-22,CENTRAL,60,32,234
2020-11-23,CENTRAL,63,42,250
2020-11-24,CENTRAL,68,42,256
2020-11-25,CENTRAL,71,51,250
2020-11-26,CENTRAL,70,50,258
2020-11-27,CENTRAL,71,46,258
2020-11-28,CENTRAL,72,48,277
2020-11-29,CENTRAL,74,44,274
2020-11-30,CENTRAL,77,54,272
2020-12-01,CENTRAL,81,56,277
2020-12-02,CENTRAL,77,47,275
2020-12-03,CENTRAL,81,53,273
2020-12-04,CENTRAL,81,53,282
2020-12-05,CENTRAL,81,50,279
2020-12-06,CENTRAL,81,51,296
2020-12-07,CENTRAL,83,52,316
2020-12-08,CENTRAL,79,53,315
2020-12-09,CENTRAL,80,48,323
2020-12-10,CENTRAL,86,55,324
2020-12-11,CENTRAL,87,57,322
2020-12-12,CENTRAL,91,61,336
2020-12-13,CENTRAL,99,61,331
2020-12-14,CENTRAL,94,60,358
2020-12-15,CENTRAL,99,63,383
2020-12-16,CENTRAL,97,67,386
2020-12-17,CENTRAL,101,66,376
2020-12-18,CENTRAL,99,63,350
2020-12-19,CENTRAL,100,61,361
2020-12-20,CENTRAL,106,63,364
2020-12-21,CENTRAL,105,62,381
2020-12-22,CENTRAL,106,63,424
2020-12-23,CENTRAL,106,71,423
2020-12-24,CENTRAL,105,68,416
2020-12-25,CENTRAL,108,50,424
2020-12-26,CENTRAL,115,74,398
2020-12-27,CENTRAL,118,89,444
2020-12-28,CENTRAL,122,97,485
2020-12-29,CENTRAL,122,94,490
2020-12-30,CENTRAL,125,82,505
2020-12-31,CENTRAL,128,89,502
2021-01-01,CENTRAL,127,94,517
2021-01-02,CENTRAL,117,88,503
2021-01-03,CENTRAL,120,93,534
2021-01-04,CENTRAL,122,77,542
2021-01-05,CENTRAL,125,91,562
2021-01-06,CENTRAL,133,98,598
2021-01-07,CENTRAL,134,101,595
2021-01-08,CENTRAL,140,104,592
2021-01-09,CENTRAL,141,98,603
2021-01-10,CENTRAL,133,99,618
2021-01-11,CENTRAL,134,97,636
2021-01-12,CENTRAL,134,97,700
2021-01-13,CENTRAL,128,97,671
2021-01-14,CENTRAL,129,95,664
2021-01-15,CENTRAL,124,94,665
2021-01-16,CENTRAL,125,89,647
2021-01-17,CENTRAL,123,101,624
2021-01-18,CENTRAL,128,101,633
2021-01-19,CENTRAL,133,99,641
2021-01-20,CENTRAL,129,99,639
2021-01-21,CENTRAL,129,96,573
2021-01-22,CENTRAL,130,94,564
2021-01-23,CENTRAL,134,96,566
2021-01-24,CENTRAL,130,100,548
2021-01-25,CENTRAL,135,99,537
2021-01-26,CENTRAL,131,98,550
2021-01-27,CENTRAL,124,96,512
2021-01-28,CENTRAL,117,95,493
2021-01-29,CENTRAL,120,89,469
2021-01-30,CENTRAL,121,76,466
2021-01-31,CENTRAL,116,90,453
2021-02-01,CENTRAL,117,87,449
2021-02-02,CENTRAL,114,79,462
2021-02-03,CENTRAL,109,79,366
2021-02-04,CENTRAL,103,79,424
2021-02-05,CENTRAL,103,67,399
2021-02-06,CENTRAL,102,65,399
2021-02-07,CENTRAL,105,70,370
2021-02-08,CENTRAL,103,70,374
2021-02-09,CENTRAL,100,68,385
2021-02-10,CENTRAL,99,71,367
2021-02-11,CENTRAL,91,68,370
2021-02-12,CENTRAL,93,66,343
2021-02-13,CENTRAL,95,67,325
2021-02-14,CENTRAL,102,71,296
2021-02-15,CENTRAL,101,71,329
2021-02-16,CENTRAL,112,83,323
2021-02-17,CENTRAL,114,87,266
2021-02-18,CENTRAL,114,79,324
2021-02-19,CENTRAL,111,81,289
2021-02-20,CENTRAL,112,80,313
2021-02-21,CENTRAL,118,80,317
2021-02-22,CENTRAL,116,81,296
2021-02-23,CENTRAL,122,81,298
2021-02-24,CENTRAL,116,77,280
2021-02-25,CENTRAL,115,77,280
2021-02-26,CENTRAL,114,79,273
2021-02-27,CENTRAL,109,78,285
2021-02-28,CENTRAL,112,75,257
2021-03-01,CENTRAL,106,67,259
2021-03-02,CENTRAL,111,72,261
2021-03-03,CENTRAL,103,74,250
2021-03-04,CENTRAL,107,70,250
2021-03-05,CENTRAL,110,73,249
2021-03-06,CENTRAL,111,65,233
2021-03-07,CENTRAL,105,67,237
2021-03-08,CENTRAL,103,64,245
2021-03-09,CENTRAL,104,64,257
2021-03-10,CENTRAL,104,57,256
2021-03-11,CENTRAL,104,65,255
2021-03-12,CENTRAL,102,69,255
2021-03-13,CENTRAL,98,67,264
2021-03-14,CENTRAL,104,69,261
2021-03-15,CENTRAL,108,70,273
2021-03-16,CENTRAL,111,75,271
2021-03-17,CENTRAL,111,74,272
2021-03-18,CENTRAL,109,72,270
2021-03-19,CENTRAL,115,69,278
2021-03-20,CENTRAL,112,71,285
2021-03-21,CENTRAL,114,73,294
2021-03-22,CENTRAL,110,75,317
2020-04-02,EAST,38,31,99
2020-04-03,EAST,47,39,101
2020-04-04,EAST,45,36,113
2020-04-05,EAST,49,45,111
2020-04-06,EAST,53,45,129
2020-04-07,EAST,53,46,136
2020-04-08,EAST,59,47,129
2020-04-09,EAST,63,52,136
2020-04-10,EAST,63,56,145
2020-04-11,EAST,62,54,150
2020-04-12,EAST,60,45,142
2020-04-13,EAST,56,46,155
2020-04-14,EAST,58,42,146
2020-04-15,EAST,54,38,139
2020-04-16,EAST,47,38,138
2020-04-17,EAST,45,33,134
2020-04-18,EAST,49,33,137
2020-04-19,EAST,46,32,136
2020-04-20,EAST,47,29,136
2020-04-21,EAST,44,28,135
2020-04-22,EAST,43,27,141
2020-04-23,EAST,35,23,134
2020-04-24,EAST,33,25,143
2020-04-25,EAST,33,25,137
2020-04-26,EAST,35,27,140
2020-04-27,EAST,35,28,138
2020-04-28,EAST,36,28,142
2020-04-29,EAST,36,29,152
2020-04-30,EAST,37,28,161
2020-05-01,EAST,41,31,158
2020-05-02,EAST,40,27,148
2020-05-03,EAST,42,30,157
2020-05-04,EAST,45,33,159
2020-05-05,EAST,43,31,160
2020-05-06,EAST,41,31,160
2020-05-07,EAST,42,29,165
2020-05-08,EAST,42,32,168
2020-05-09,EAST,39,28,170
2020-05-10,EAST,34,26,170
2020-05-11,EAST,34,26,186
2020-05-12,EAST,31,21,166
2020-05-13,EAST,30,21,165
2020-05-14,EAST,32,23,163
2020-05-15,EAST,30,19,150
2020-05-16,EAST,28,21,147
2020-05-17,EAST,28,21,148
2020-05-18,EAST,27,20,144
2020-05-19,EAST,27,17,144
2020-05-20,EAST,25,19,141
2020-05-21,EAST,24,20,140
2020-05-22,EAST,26,21,139
2020-05-23,EAST,24,22,134
2020-05-24,EAST,23,14,127
2020-05-25,EAST,24,21,125
2020-05-26,EAST,22,18,119
2020-05-27,EAST,24,20,125
2020-05-28,EAST,24,20,117
2020-05-29,EAST,25,18,122
2020-05-30,EAST,21,17,120
2020-05-31,EAST,20,17,120
2020-06-01,EAST,22,19,117
2020-06-02,EAST,23,17,121
2020-06-03,EAST,23,18,117
2020-06-04,EAST,21,19,114
2020-06-05,EAST,21,18,112
2020-06-06,EAST,21,17,105
2020-06-07,EAST,21,17,100
2020-06-08,EAST,21,13,97
2020-06-09,EAST,21,15,94
2020-06-10,EAST,21,13,94
2020-06-11,EAST,18,13,87
2020-06-12,EAST,17,14,89
2020-06-13,EAST,17,12,72
2020-06-14,EAST,18,15,62
2020-06-15,EAST,19,14,57
2020-06-16,EAST,18,12,60
2020-06-17,EAST,16,12,53
2020-06-18,EAST,15,11,52
2020-06-19,EAST,39,36,50
2020-06-20,EAST,13,11,45
2020-06-21,EAST,14,12,34
2020-06-22,EAST,14,12,34
2020-06-23,EAST,15,9,35
2020-06-24,EAST,14,8,35
2020-06-25,EAST,12,5,32
2020-06-26,EAST,13,5,28
2020-06-27,EAST,11,5,32
2020-06-28,EAST,9,5,31
2020-06-29,EAST,8,5,27
2020-06-30,EAST,8,5,21
2020-07-01,EAST,10,5,24
2020-07-02,EAST,8,5,19
2020-07-03,EAST,8,3,19
2020-07-05,EAST,7,5,17
2020-07-06,EAST,6,5,18
2020-07-07,EAST,6,4,17
2020-07-08,EAST,5,3,15
2020-07-09,EAST,3,2,13
2020-07-10,EAST,3,2,12
2020-07-11,EAST,4,1,12
2020-07-12,EAST,4,2,12
2020-07-13,EAST,4,2,12
2020-07-14,EAST,4,2,12
2020-07-15,EAST,5,2,12
2020-07-16,EAST,3,2,15
2020-07-17,EAST,4,2,12
2020-07-18,EAST,5,3,14
2020-07-19,EAST,4,3,13
2020-07-20,EAST,4,3,15
2020-07-21,EAST,7,4,17
2020-07-22,EAST,7,4,14
2020-07-23,EAST,7,5,15
2020-07-24,EAST,6,4,15
2020-07-25,EAST,5,4,17
2020-07-26,EAST,6,4,13
2020-07-27,EAST,6,4,15
2020-07-28,EAST,7,4,16
2020-07-29,EAST,7,4,15
2020-07-30,EAST,6,3,16
2020-07-31,EAST,7,3,16
2020-08-01,EAST,5,1,17
2020-08-02,EAST,4,1,17
2020-08-03,EAST,4,1,14
2020-08-04,EAST,4,1,18
2020-08-05,EAST,3,0,14
2020-08-06,EAST,3,0,12
2020-08-07,EAST,4,0,13
2020-08-08,EAST,4,0,12
2020-08-09,EAST,4,0,9
2020-08-10,EAST,4,0,8
2020-08-11,EAST,3,0,11
2020-08-12,EAST,3,0,11
2020-08-13,EAST,4,0,9
2020-08-14,EAST,3,0,9
2020-08-15,EAST,4,0,11
2020-08-16,EAST,4,0,8
2020-08-17,EAST,3,0,8
2020-08-18,EAST,3,1,9
2020-08-19,EAST,3,1,9
2020-08-20,EAST,4,1,6
2020-08-21,EAST,3,1,5
2020-08-22,EAST,3,1,9
2020-08-23,EAST,3,1,11
2020-08-24,EAST,4,1,11
2020-08-25,EAST,3,1,8
2020-08-26,EAST,3,1,10
2020-08-27,EAST,4,1,12
2020-08-28,EAST,4,1,14
2020-08-29,EAST,4,1,12
2020-08-30,EAST,4,0,12
2020-08-31,EAST,3,1,11
2020-09-01,EAST,3,1,11
2020-09-02,EAST,2,1,13
2020-09-03,EAST,3,1,9
2020-09-04,EAST,2,0,11
2020-09-05,EAST,2,0,13
2020-09-06,EAST,2,1,10
2020-09-07,EAST,3,1,11
2020-09-08,EAST,3,0,12
2020-09-09,EAST,3,1,10
2020-09-10,EAST,4,1,14
2020-09-11,EAST,4,1,11
2020-09-12,EAST,1,1,10
2020-09-13,EAST,1,1,10
2020-09-14,EAST,1,1,11
2020-09-15,EAST,2,1,9
2020-09-16,EAST,2,1,8
2020-09-17,EAST,1,1,9
2020-09-18,EAST,2,0,10
2020-09-19,EAST,2,0,15
2020-09-20,EAST,3,0,11
2020-09-21,EAST,3,1,10
2020-09-22,EAST,3,0,10
2020-09-23,EAST,4,0,14
2020-09-24,EAST,4,0,15
2020-09-25,EAST,4,2,16
2020-09-26,EAST,5,2,25
2020-09-27,EAST,6,3,32
2020-09-28,EAST,6,3,39
2020-09-29,EAST,8,3,42
2020-09-30,EAST,9,4,54
2020-10-01,EAST,9,5,56
2020-10-02,EAST,10,6,60
2020-10-03,EAST,11,7,55
2020-10-04,EAST,12,8,59
2020-10-05,EAST,12,8,59
2020-10-06,EAST,11,9,63
2020-10-07,EAST,12,9,66
2020-10-08,EAST,15,11,66
2020-10-09,EAST,16,11,69
2020-10-10,EAST,16,11,60
2020-10-11,EAST,19,13,64
2020-10-12,EAST,21,12,63
2020-10-13,EAST,21,13,78
2020-10-14,EAST,20,12,76
2020-10-15,EAST,20,11,75
2020-10-16,EAST,22,11,81
2020-10-17,EAST,25,15,74
2020-10-18,EAST,24,16,68
2020-10-19,EAST,25,16,63
2020-10-20,EAST,26,15,68
2020-10-21,EAST,26,16,72
2020-10-22,EAST,27,14,80
2020-10-23,EAST,26,14,79
2020-10-24,EAST,26,16,82
2020-10-25,EAST,25,18,75
2020-10-26,EAST,25,16,81
2020-10-27,EAST,26,16,85
